ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,YU,TS,TS,TS,TS
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,YU,V,V,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,V,V,V,ZH,ZH
ZH,V,V,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,V,TS,M,TS,TS
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,M,M,M,M
ZH,YU,O,YU,V,V
ZH,V,ZH,V,V,V
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,YU,TS,TS,TS,TS
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,TS,TS,TS,TS
ZH,V,ZH,V,V,V
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,O,O,V,V
ZH,ZH,ZH,ZH,V,V
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,SH,ZH,V,V,V
ZH,SH,V,V,V,V
ZH,E,ZH,E,ZH,ZH
ZH,E,ZH,E,ZH,ZH
ZH,E,G,TS,TS,TS
ZH,F,ZH,F,ZH,ZH
ZH,F,ZH,ZH,ZH,ZH
ZH,V,V,V,V,V
ZH,V,V,V,ZH,ZH
ZH,V,ZH,V,ZH,ZH
ZH,V,M,M,M,M
ZH,F,ZH,F,ZH,ZH
ZH,F,ZH,F,ZH,ZH
ZH,F,ZH,F,ZH,ZH
ZH,F,ZH,F,ZH,ZH
ZH,F,ZH,F,ZH,ZH
ZH,F,ZH,F,F,F
ZH,F,ZH,F,ZH,ZH
ZH,F,F,F,F,F
ZH,YU,ZH,YU,ZH,ZH
ZH,ZH,V,ZH,ZH,ZH
ZH,V,ZH,ZH,ZH,ZH
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,YU,ZH,YU,YU
ZH,ZH,ZH,ZH,YU,YU
ZH,ZH,ZH,ZH,YU,YU
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,YU,YU
ZH,E,E,ZH,YU,YU
ZH,E,TS,TS,TS,TS
ZH,E,ZH,ZH,ZH,ZH
ZH,E,E,E,E,E
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,M,M,M,M
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,O,O,O,O,O
ZH,V,M,V,M,M
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,F,F
ZH,YU,ZH,ZH,F,F
ZH,YU,ZH,ZH,F,F
ZH,YU,ZH,ZH,F,F
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,ZH,F,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,F,ZH,ZH
ZH,F,ZH,F,ZH,ZH
ZH,F,ZH,F,F,F
ZH,F,F,F,F,F
ZH,YU,ZH,F,F,F
ZH,YU,ZH,F,F,F
ZH,YU,ZH,F,F,F
ZH,F,ZH,ZH,F,F
ZH,F,ZH,ZH,ZH,ZH
ZH,F,ZH,ZH,ZH,ZH
ZH,F,ZH,ZH,ZH,ZH
ZH,F,ZH,F,F,F
ZH,F,ZH,F,F,F
ZH,F,ZH,F,F,F
ZH,F,ZH,F,F,F
ZH,F,ZH,F,ZH,ZH
ZH,F,ZH,F,ZH,ZH
ZH,F,ZH,F,ZH,ZH
ZH,F,ZH,F,ZH,ZH
ZH,F,ZH,F,ZH,ZH
ZH,F,ZH,F,ZH,ZH
ZH,F,ZH,F,ZH,ZH
ZH,F,ZH,F,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,F,ZH,ZH
ZH,F,ZH,F,ZH,ZH
ZH,F,ZH,F,F,F
ZH,V,V,V,ZH,ZH
ZH,V,V,V,ZH,ZH
ZH,ZH,V,ZH,V,V
ZH,V,ZH,V,ZH,ZH
ZH,V,M,M,M,M
ZH,ZH,TS,TS,TS,TS
ZH,ZH,ZH,ZH,ZH,ZH
ZH,T,ZH,V,ZH,ZH
ZH,T,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,M,M,M,M
ZH,V,M,M,M,M
ZH,ZH,ZH,ZH,ZH,ZH
ZH,YU,S,ZH,O,O
ZH,YU,ZH,YU,O,O
ZH,YU,O,YU,O,O
ZH,ZH,TS,M,TS,TS
ZH,ZH,TS,M,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,TS,TS,TS,TS
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,CH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,F,F,ZH,F,F
ZH,F,F,ZH,F,F
ZH,F,F,F,F,F
ZH,ZH,ZH,ZH,ZH,ZH
ZH,V,M,M,M,M
ZH,M,TS,M,TS,TS
ZH,ZH,M,M,M,M
ZH,ZH,TS,M,TS,TS
ZH,M,TS,M,TS,TS
ZH,V,ZH,V,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,TS,TS,TS,TS
ZH,YU,TS,TS,TS,TS
ZH,YU,TS,TS,TS,TS
ZH,ZH,U,ZH,U,U
ZH,E,TS,TS,TS,TS
ZH,F,ZH,E,ZH,ZH
ZH,E,TS,TS,TS,TS
ZH,ZH,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,O,M,M,M,M
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,M,O,O,V,V
ZH,V,V,V,ZH,ZH
ZH,V,M,T,M,M
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,F,ZH,ZH,F,F
ZH,F,F,F,F,F
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,V,ZH,V,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,F,F
ZH,YU,ZH,ZH,F,F
ZH,YU,F,ZH,F,F
ZH,YU,F,ZH,F,F
ZH,YU,ZH,ZH,F,F
ZH,YU,F,ZH,F,F
ZH,ZH,TS,TS,TS,TS
ZH,YU,ZH,YU,V,V
ZH,YU,V,ZH,V,V
ZH,YU,V,ZH,V,V
ZH,ZH,ZH,ZH,V,V
ZH,ZH,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,V,V,V,V,V
ZH,V,M,M,M,M
ZH,ZH,M,M,M,M
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,YU,ZH,YU,YU
ZH,ZH,YU,ZH,YU,YU
ZH,ZH,ZH,ZH,YU,YU
ZH,ZH,ZH,ZH,YU,YU
ZH,ZH,ZH,ZH,YU,YU
ZH,ZH,ZH,ZH,ZH,ZH
ZH,YU,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,YU,ZH,ZH
ZH,YU,ZH,YU,ZH,ZH
ZH,YU,YU,YU,YU,YU
ZH,YU,YU,YU,ZH,ZH
ZH,YU,YU,YU,ZH,ZH
ZH,YU,YU,YU,ZH,ZH
ZH,YU,YU,YU,ZH,ZH
ZH,YU,YU,YU,ZH,ZH
ZH,ZH,ZH,YU,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,YU,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,TS,TS,TS,TS
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,TS,TS,TS,TS
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,ZH,TS,TS,TS,TS
ZH,YU,TS,TS,TS,TS
ZH,V,V,V,V,V
ZH,V,ZH,V,ZH,ZH
ZH,V,ZH,V,ZH,ZH
ZH,V,TS,TS,TS,TS
ZH,ZH,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,ZH,ZH,ZH
ZH,YU,ZH,YU,YU,YU
ZH,YU,ZH,YU,YU,YU
ZH,ZH,U,ZH,U,U
ZH,YU,U,ZH,U,U
ZH,ZH,F,ZH,F,F
ZH,ZH,U,ZH,U,U
ZH,YU,TS,TS,TS,TS
ZH,V,V,V,V,V
ZH,ZH,M,M,M,M
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,ZH,ZH,ZH,ZH,ZH
ZH,YU,F,ZH,YU,YU
